요양기관명,좌표(X),좌표(Y),시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호
신림4번출구약국,126.928953,37.4839457,서울,110004,관악구,신림동,08776,"서울특별시 관악구 남부순환로 1604, 1층 (신림동)",070-8866-7637
다온약국,127.029179,37.6194786,서울,110002,강동구,성내동,05379,"서울특별시 강동구 천호옛길 98, (성내동)",02-488-7266
해든약국,127.1170072,37.5103274,서울,110018,송파구,방이동,05643,"서울특별시 송파구 백제고분로48길 38, 101호 (방이동, 은석빌딩)",02-3432-0105
성일약국,127.0272414,37.5262658,서울,110001,강남구,신사동,06030,"서울특별시 강남구 압구정로 160, 제성빌딩 3층 301호 (신사동)",02-546-3906
도곡약국,127.0433537,37.4820433,서울,110001,강남구,도곡동,06302,"서울특별시 강남구 논현로28길 2, 1층 (도곡동)",
재창약국,128.1068479,36.1262745,경북,370300,김천시,평화동,39599,"경상북도 김천시 김천로 31, (평화동)",054-434-2678
가람약국,126.8591391,37.4962479,서울,110005,구로구,개봉동,08277,"서울특별시 구로구 경인로40길 12, GB빌딩 1층 (개봉동)",02-2614-7645
안암지하철약국,127.029193,37.5864713,서울,110012,성북구,안암동5가,02842,"서울특별시 성북구 고려대로 89, 안암역 지하1층 103호, 104호 (안암동5가)",02-953-8333
나무약국,127.0216578,37.5111988,서울,110001,강남구,논현동,06110,"서울특별시 강남구 학동로 102, 논현역 지하층 208호 (논현동)",
성경약국,129.1137472,35.2227406,부산,210011,부산금정구,금사동,46330,"부산광역시 금정구 금사로 118, 1층 (금사동)",051-532-2377
더건강약국,127.1075191,35.7989524,전북,350401,전주완산구,효자동2가,55079,"전북특별자치도 전주시 완산구 효천중앙로 51, (효자동2가)",063-236-8088
다온약국,127.0353644,37.6587139,서울,110006,도봉구,쌍문동,01394,"서울특별시 도봉구 도당로 6, 1층 105호 (쌍문동, 쌍문동 LG트윈빌2)",02-999-8082
튼튼별약국,126.9455248,37.227509,경기,312500,화성시,봉담읍,18309,"경기도 화성시 봉담읍 상리중심상가길 28-18, 화성 새마을금고 본점 MG빌딩 104호",031-8067-7428
조은약국,128.9984449,35.1021127,부산,210010,부산사하구,괴정동,49349,"부산광역시 사하구 낙동대로 163, (괴정동)",051-201-0525
참조은약국,129.2170494,35.247926,부산,210100,부산기장군,기장읍,46063,"부산광역시 기장군 기장읍 차성동로 114, (기장읍)",051-721-0034
중앙약국,128.9830894,35.1561819,부산,210015,부산사상구,감전동,46980,"부산광역시 사상구 새벽로 167, (감전동)",051-324-0163
장산약국,129.1750479,35.1776265,부산,210009,부산해운대구,좌동,48078,"부산광역시 해운대구 좌동순환로 174, 102,103호 (좌동)",051-702-0078
큰사랑약국,128.9767296,35.0740452,부산,210010,부산사하구,장림동,49511,"부산광역시 사하구 다대로 317-1, (장림동)",051-263-1701
유진약국,126.7021254,37.4545557,인천,220006,인천남동구,구월동,21557,"인천광역시 남동구 예술로 230, 청진네오스빌 1층 105호 (구월동)",070-4833-2688
조이약국,126.9251023,35.1722277,광주,240002,광주북구,두암동,61199,"광주광역시 북구 서방로107번길 39, 1층 (두암동)",
유일약국,127.0517867,35.9905597,전북,350300,익산시,금마면,54572,"전북특별자치도 익산시 금마면 금마길 43, (유일약국)",063-836-6213
연지약국,126.8539063,35.565839,전북,350500,정읍시,시기동,,"전북특별자치도 정읍시 청수3길 36, (시기동)",063-536-7773
대명약국,126.7207867,35.9800278,전북,350100,군산시,대명동,54038,"전북특별자치도 군산시 구암3.1로 10-3, (대명동)",063-443-4588
고척햇살약국,126.8581742,37.5063449,서울,110005,구로구,고척동,08241,"서울특별시 구로구 중앙로15길 29, 1층 (고척동)",02-6091-0823
신세화약국,128.9933659,35.0990237,부산,210010,부산사하구,괴정동,49381,"부산광역시 사하구 사하로 193, (괴정동)",051-293-7575
건강한약국,129.0499132,35.1581297,부산,210004,부산진구,당감동,47261,"부산광역시 부산진구 가야대로703번가길 33, 1층 (당감동)",051-802-2774
부원약국,129.1196159,35.2027865,부산,210009,부산해운대구,반여동,48037,"부산광역시 해운대구 선수촌로 102-2, 부원메디칼센타 2층 (반여동)",051-531-5310
은하약국,129.1019679,35.2046013,부산,210003,부산동래구,명장동,47772,"부산광역시 동래구 명안로85번길 48, (명장동)",051-523-2155
지사 온누리 약국,128.8382549,35.1499834,부산,210012,부산강서구,지사동,46743,"부산광역시 강서구 과학산단로306번길 10, 115동 204호 (지사동, 협성 · DS 엘리시안)",051-973-6967
은행약국,129.0670897,35.1596519,부산,210004,부산진구,전포동,47301,"부산광역시 부산진구 동성로 107, 1층 (전포동)",051-992-0772
송정약국,129.203961,35.1825649,부산,210009,부산해운대구,송정동,48070,"부산광역시 해운대구 송정중앙로 29, 뉴송정하우스 1층 (송정동)",051-703-4356
동원약국,129.0744422,35.1720184,부산,210004,부산진구,양정동,47221,"부산광역시 부산진구 진남로 551, 1층 (양정동)",051-853-4101
세일약국,129.0364403,35.213953,부산,210005,부산북구,만덕동,46561,"부산광역시 북구 만덕1로 7, (만덕동)",051-341-6970
대영약국,129.2162786,35.2434227,부산,210100,부산기장군,기장읍,46066,"부산광역시 기장군 기장읍 차성동로 63, (기장읍)",051-723-1235
구포큰약국,129.0049735,35.2109738,부산,210005,부산북구,덕천동,46548,"부산광역시 북구 금곡대로 14, 3호선덕천역 N18, N19, N20호 (덕천동)",051-338-1225
우리약국,129.1133756,35.1569388,부산,210014,부산수영구,광안동,48298,"부산광역시 수영구 광안로 4, 광안동에스케이뷰 106동 104호 (광안동)",051-751-7674
신용호대형약국,129.1122342,35.1193884,부산,210001,부산남구,용호동,48585,"부산광역시 남구 용호로 141, 1동 104호 (용호동, 대현메디컬)",051-628-7227
대연약국,129.0927843,35.1353715,부산,210001,부산남구,대연동,48445,"부산광역시 남구 수영로 239, (대연동)",051-624-7484
참약사드림약국,128.9927362,35.0996979,부산,210010,부산사하구,괴정동,49381,"부산광역시 사하구 낙동대로 221, 1층 1호 (괴정동)",051-292-1255
건강약국,129.1123661,35.1206436,부산,210001,부산남구,용호동,48579,"부산광역시 남구 용호로 129, 두산빌딩 1층 (용호동)",051-611-1249
화목2층약국,129.177663,35.1709808,부산,210009,부산해운대구,좌동,48107,"부산광역시 해운대구 세실로 64, 2층 201-2호 (좌동, 화목데파트)",051-701-8608
휴플러스약국,129.0853266,35.22846,부산,210011,부산금정구,장전동,46298,"부산광역시 금정구 장전로 31-1, (장전동)",051-512-8305
로뎀약국,128.9861872,35.1556512,부산,210015,부산사상구,감전동,46981,"부산광역시 사상구 새벽로168번길 51, (감전동)",051-321-2042
안락고려약국,129.0980685,35.1952763,부산,210003,부산동래구,안락동,47894,"부산광역시 동래구 안연로 88, 1층 (안락동)",7138-2211
굿모닝약국,129.0975764,35.198561,부산,210003,부산동래구,안락동,47786,"부산광역시 동래구 충렬대로 353, (안락동, 1층 일부)",070-8829-7775
동부약국,129.1279705,35.1917989,부산,210009,부산해운대구,재송동,48051,"부산광역시 해운대구 재반로 153, (재송동)",051-783-4285
바른약국,128.9931203,35.0997096,부산,210010,부산사하구,괴정동,49381,"부산광역시 사하구 사하로 201, 1층 (괴정동)",051-203-0406
행복한약국,129.1619558,35.1622657,부산,210009,부산해운대구,중동,48095,"부산광역시 해운대구 구남로29번길 26, (중동)",051-731-0677
건강약국,129.0741732,35.1719281,부산,210004,부산진구,양정동,47221,"부산광역시 부산진구 진남로 549, 1층 (양정동)",051-861-3644
부산탑약국,128.9967402,35.1988433,부산,210005,부산북구,구포동,46636,"부산광역시 북구 백양대로1050번길 2, (구포동)",051-335-4376
동의약국,129.1126448,35.1337125,부산,210001,부산남구,용호동,48515,"부산광역시 남구 분포로 145, 2층 (용호동, 더블유)",051-611-8700
향기약국,129.0167917,35.109508,부산,210006,부산서구,서대신동1가,49235,"부산광역시 서구 대영로 48, (서대신동1가)",051-247-3063
뉴욕약국,129.0200402,35.1460101,부산,210004,부산진구,개금동,47392,"부산광역시 부산진구 복지로 81, 지하1층,지상1~2층 (개금동)",051-897-0034
뉴이메디약국,129.0809947,35.1866707,부산,210013,부산연제구,연산동,47524,"부산광역시 연제구 중앙대로 1107, 연산동e메디칼 (연산동)",051-868-4101
행복한약국,128.97286,35.0922839,부산,210010,부산사하구,신평동,49418,"부산광역시 사하구 장평로 291, 1층 (신평동)",051-204-1255
구명약국,129.0709519,35.0783879,부산,210007,부산영도구,동삼동,49101,"부산광역시 영도구 동삼로 56, 한나타워 2층 203-3호 (동삼동)",051-405-0590
센텀드림약국,129.132947,35.1669544,부산,210009,부산해운대구,우동,48060,"부산광역시 해운대구 센텀2로 25, 센텀드림월드 105호 (우동)",051-741-3016
온누리우당약국,129.1111667,35.1132329,부산,210001,부산남구,용호동,48591,"부산광역시 남구 용호로 213, (용호동)",625-0306
스타약국,129.0773947,35.2043683,부산,210003,부산동래구,온천동,47824,"부산광역시 동래구 충렬대로 160, 1층 일부호 (온천동)",051-507-7902
서면동산약국,129.0580189,35.1579975,부산,210004,부산진구,부전동,47256,"부산광역시 부산진구 서면문화로 2, 1층 (부전동)",051-806-1180
박하약국,128.9695128,35.1048195,부산,210010,부산사하구,하단동,49408,"부산광역시 사하구 낙동대로 447, 동인빌딩 1층 우측일부호 (하단동)",051-203-6033
매곡365약국,126.8815713,37.1128729,경기,312500,화성시,팔탄면,18577,"경기도 화성시 팔탄면 3.1만세로 768, (팔탄면)",031-366-5601
담담약국,128.1127369,35.2087219,경남,380500,진주시,초전동,52731,"경상남도 진주시 초전북로 55, 102호 (초전동)",055-761-7614
청라바다약국,126.6516263,37.5333897,인천,220005,인천서구,청라동,22736,"인천광역시 서구 중봉대로612번길 10-16, 마르씨엘 (청라동)",032-569-3258
건강약국,127.1072679,37.1670009,경기,312500,화성시,산척동,18505,"경기도 화성시 동탄순환대로 127-17, 동탄2우성메디피아 1층 110,111호 (산척동)",031-377-8671
대신약국,128.1176873,36.1350712,경북,370300,김천시,신음동,39544,"경상북도 김천시 시청로 74, (신음동)",054-433-8327
광양밝은약국,127.5888955,34.9710099,전남,360700,광양시,광양읍,57752,"전라남도 광양시 광양읍 숲샘길 129, 1층",061-761-1889
하늘약국,126.5329514,37.4926109,인천,220004,인천중구,운남동,22372,"인천광역시 중구 운남로 167, 허브빌딩 101,102호 (운남동)",032-777-2812
편한약국,126.7220068,35.9650224,전북,350100,군산시,수송동,54091,"전북특별자치도 군산시 미장서로 66, (수송동)",063-452-3694
제일종합약국,126.8860168,35.6882059,전북,350500,정읍시,신태인읍,56106,"전북특별자치도 정읍시 신태인읍 신태인중앙로 8, 8",063-571-1253
스마일온누리약국,126.811426,37.4856217,경기,310303,부천원미구,역곡동,14673,"경기도 부천시 원미구 역곡로 3, 역곡덕지빌딩 101호 (역곡동)",032-349-7582
명동스타약국,126.982883,37.564678,서울,110017,중구,남대문로2가,04534,"서울특별시 중구 남대문로 84, 7층 (남대문로2가)",02-6260-2070
보룡약국,127.0616737,37.65174,서울,110022,노원구,상계동,01751,"서울특별시 노원구 동일로 1380, 상계동 국민은행 (상계동)",02-979-6000
온누리대광약국,126.8972201,37.492652,서울,110013,영등포구,대림동,07416,"서울특별시 영등포구 도림로38길 4, (대림동)",02-849-1330
2층약국,127.0544858,37.4824625,서울,110001,강남구,개포동,06320,"서울특별시 강남구 개포로 303, 상가동 2층 207호 (개포동, 현대1차아파트)",02-2057-2003
건강플러스약국,127.0617128,37.6577232,서울,110022,노원구,상계동,01693,"서울특별시 노원구 상계로1길 38, (상계동)",02-935-5347
우주약국,127.0849144,36.7874907,충남,340500,아산시,탕정면,31465,"충청남도 아산시 탕정면 한들물빛6로 16, 109호",041-910-7234
파크약국,127.0376648,37.5217443,서울,110001,강남구,논현동,06055,"서울특별시 강남구 도산대로50길 9, 1층 (논현동, 청석빌딩)",02-3443-5561
온누리약국,127.0635679,37.6577059,서울,110022,노원구,상계동,01692,"서울특별시 노원구 상계로5길 12, 112호, 113호 (상계동, 동양메이저상가)",02-931-0532
육층安약국,127.0511613,37.2450583,경기,310604,수원영통구,망포동,16685,"경기도 수원시 영통구 덕영대로 1470, 망포역 플래티넘베이스 607-1호 (망포동)",070-4335-0812
온누리한라약국,126.8744137,37.4957554,서울,110005,구로구,구로동,08323,"서울특별시 구로구 구일로10길 49, (구로동, 다원그린빌)",02-862-0157
방이프라자약국,127.1181993,37.5097991,서울,110018,송파구,방이동,05644,"서울특별시 송파구 가락로 244, (방이동)",02-4182-4634
뉴월드약국,127.0904962,37.5898637,서울,110019,중랑구,면목동,02162,"서울특별시 중랑구 겸재로49길 18, (면목동)",02-495-4091
수약국,127.0614531,37.6541852,서울,110022,노원구,상계동,01751,"서울특별시 노원구 노해로 480, (상계동, 1층)",02-930-0580
명심약국,127.0453158,37.4785782,서울,110001,강남구,개포동,06303,"서울특별시 강남구 개포로 207, (개포동)",02-575-5867
금강약국,126.9521826,37.5122101,서울,110008,동작구,본동,06906,"서울특별시 동작구 매봉로 178, B02호 (본동, 마본빌딩)",02-817-1918
이지약국,127.039592,37.4870246,서울,110001,강남구,도곡동,06270,"서울특별시 강남구 남부순환로365길 26, 1층 104호 (도곡동)",
